date_policy,country,med_est,high_est,low_est,sd_est
2020-01-02,Madagascar,-0.185651,-0.1839275,-0.1867008,0.0010048743118203339
2020-01-02,Malawi,-0.1875675,-0.18480795,-0.188155,0.0011714906519661647
2020-01-02,Malaysia,-0.18639,-0.185776,-0.1868412,6.299381579226781e-4
2020-01-02,Mali,-0.184721,-0.18396769999999998,-0.186773,9.784724966807453e-4
2020-01-02,Mauritania,-0.185795,-0.185442,-0.18751615,6.097054262033876e-4
2020-01-02,Mauritius,-0.1862115,-0.1846762,-0.1871452,8.194533331170498e-4
2020-01-02,Mexico,-0.1862105,-0.1850494,-0.186649,5.079828078860246e-4
2020-01-02,Moldova,-0.1862975,-0.18529595,-0.18737,7.168874869993831e-4
2020-01-02,Monaco,-0.184749,-0.18427375000000001,-0.18588829999999998,5.488967062072905e-4
2020-01-02,Mongolia,-0.185652,-0.1854347,-0.18630035,3.292364888765669e-4
2020-01-02,Morocco,-0.184901,-0.184168,-0.1861741,7.104560165687213e-4
2020-01-02,Mozambique,-0.18602649999999998,-0.1857277,-0.1866213,3.1201501618642315e-4
2020-01-02,Myanmar,-0.1866855,-0.18414095,-0.18731025,9.706916713235683e-4
2020-01-02,Namibia,-0.186072,-0.185286,-0.186914,5.954617612546928e-4
2020-01-02,Nepal,-0.186275,-0.1845569,-0.186663,6.407486633806275e-4
2020-01-02,Netherlands,-0.183623,-0.183217,-0.1857901,0.001018097622737407
2020-01-02,New Zealand,-0.18586750000000002,-0.185281,-0.186713,6.169564683261884e-4
2020-01-02,Nicaragua,-0.185705,-0.18546364999999998,-0.18602815,3.3210708745462503e-4
2020-01-02,Niger,-0.184884,-0.18381775,-0.1856636,5.793315353174586e-4
2020-01-02,Nigeria,-0.184187,-0.1839787,-0.1870213,0.0010430052213306785
2020-01-02,Norway,-0.185559,-0.18523969999999998,-0.18686785,5.680091730347577e-4
2020-01-02,Oman,-0.18567,-0.18515215000000002,-0.18790885,8.659393746686335e-4
2020-01-02,Pakistan,-0.18639250000000002,-0.185658,-0.186919,4.028640783677509e-4
2020-01-02,Palestine,-0.184924,-0.1842278,-0.18648975,6.896150361035136e-4
2020-01-02,Panama,-0.186397,-0.18534,-0.187523,6.477521732653048e-4
2020-01-02,Papua New Guinea,-0.184348,-0.1839741,-0.1860599,6.220332728037447e-4
2020-01-02,Paraguay,-0.185671,-0.184477,-0.186332,6.967042463752414e-4
2020-01-02,Peru,-0.1853015,-0.184154,-0.1860978,6.585630974531354e-4
2020-01-02,Philippines,-0.186553,-0.185161,-0.18826175,8.27503113256908e-4
2020-01-02,Poland,-0.186658,-0.18368779999999998,-0.187487,9.953962646651199e-4
2020-01-02,Portugal,-0.186781,-0.18415689999999998,-0.187806,0.0010325362974043064
2020-01-02,Qatar,-0.186315,-0.1848188,-0.18707125,7.83676794600931e-4
