"","data.percent_covid","data.percent_covid_unw","data.iso_code","data.gid_0","data.percent_contact","data.percent_contact_unw","data.percent_mask","data.percent_mask_unw","data.pct_anxious_7d","data.pct_anxious_7d_unw","data.percent_finance","data.percent_finance_unw","country","date"
"1661",0.021512,0.017126,"AUS","AUS",0.612472,0.630115,0.2628,0.243243,0.040277,0.04389,0.235462,0.24087,"Australia",2020-12-12
"1662",0.016918,0.012701,"AUS","AUS",0.587087,0.602639,0.280244,0.248681,0.041991,0.041475,0.233638,0.23493,"Australia",2020-12-13
"1663",0.014247,0.013211,"AUS","AUS",0.589869,0.594655,0.258991,0.237464,0.036702,0.036557,0.248636,0.250298,"Australia",2020-12-14
"1664",0.01624,0.012666,"AUS","AUS",0.60426,0.610625,0.271019,0.247277,0.041344,0.043053,0.248219,0.241107,"Australia",2020-12-15
"1665",0.020347,0.009653,"AUS","AUS",0.59424,0.622628,0.279222,0.234657,0.039504,0.041298,0.254182,0.236431,"Australia",2020-12-16
"1666",0.00864,0.010909,"AUS","AUS",0.597441,0.603228,0.274931,0.245517,0.038826,0.041018,0.237285,0.231707,"Australia",2020-12-17
"1667",0.015895,0.012401,"AUS","AUS",0.599524,0.61596,0.257202,0.213359,0.037273,0.042028,0.235111,0.230094,"Australia",2020-12-18
"1668",0.010152,0.009651,"AUS","AUS",0.597086,0.612846,0.274065,0.237033,0.055715,0.051077,0.24868,0.247365,"Australia",2020-12-19
"1669",0.009273,0.00782,"AUS","AUS",0.6125,0.618485,0.275027,0.238069,0.050668,0.042017,0.247454,0.242614,"Australia",2020-12-20
"1670",0.010278,0.008665,"AUS","AUS",0.56038,0.58516,0.27706,0.247849,0.040174,0.041593,0.258082,0.25503,"Australia",2020-12-21
"1671",0.02334,0.013249,"AUS","AUS",0.565039,0.572614,0.300101,0.256814,0.043835,0.050462,0.249832,0.249066,"Australia",2020-12-22
"1672",0.008902,0.009855,"AUS","AUS",0.575792,0.592688,0.305941,0.266623,0.051526,0.046854,0.232407,0.234259,"Australia",2020-12-23
"1673",0.006355,0.006415,"AUS","AUS",0.644145,0.659558,0.304096,0.25953,0.04005,0.038907,0.197663,0.208718,"Australia",2020-12-24
"1674",0.0103,0.011538,"AUS","AUS",0.724529,0.738473,0.324824,0.28056,0.037797,0.038145,0.237164,0.230886,"Australia",2020-12-25
"1675",0.009437,0.00572,"AUS","AUS",0.655504,0.669213,0.315475,0.257229,0.037465,0.038722,0.223865,0.233458,"Australia",2020-12-26
"1676",0.016742,0.009018,"AUS","AUS",0.598299,0.610907,0.320924,0.272678,0.031532,0.033769,0.228456,0.230938,"Australia",2020-12-27
"1677",0.004668,0.004342,"AUS","AUS",0.565103,0.583378,0.296021,0.242558,0.039751,0.041457,0.240686,0.232676,"Australia",2020-12-28
"1678",0.005164,0.004451,"AUS","AUS",0.563647,0.562396,0.275763,0.241926,0.038831,0.043203,0.236561,0.248552,"Australia",2020-12-29
"1679",0.015636,0.010304,"AUS","AUS",0.565057,0.58012,0.303043,0.274652,0.039428,0.039526,0.238672,0.243151,"Australia",2020-12-30
"1680",0.011136,0.008854,"AUS","AUS",0.604263,0.612964,0.300417,0.265293,0.035045,0.038893,0.239588,0.239231,"Australia",2020-12-31
"1681",0.007138,0.006856,"AUS","AUS",0.585416,0.593569,0.304931,0.277689,0.04148,0.040695,0.270155,0.259198,"Australia",2021-01-01
"1682",0.010172,0.010026,"AUS","AUS",0.525713,0.552516,0.324401,0.296185,0.038304,0.043033,0.258621,0.262777,"Australia",2021-01-02
"1683",0.010801,0.010944,"AUS","AUS",0.554007,0.559857,0.343889,0.321707,0.042395,0.040233,0.24859,0.251603,"Australia",2021-01-03
"1684",0.011643,0.009515,"AUS","AUS",0.518919,0.53997,0.350257,0.322762,0.063275,0.045953,0.267773,0.24776,"Australia",2021-01-04
"1685",0.02647,0.015152,"AUS","AUS",0.550164,0.573123,0.382648,0.351091,0.042949,0.039732,0.253689,0.255608,"Australia",2021-01-05
"1686",0.017609,0.0109,"AUS","AUS",0.548599,0.564267,0.389316,0.358542,0.049411,0.047514,0.25827,0.257652,"Australia",2021-01-06
"1687",0.01554,0.013793,"AUS","AUS",0.533297,0.557673,0.419774,0.355567,0.031288,0.032673,0.259414,0.253506,"Australia",2021-01-07
"1688",0.006238,0.004969,"AUS","AUS",0.546679,0.55915,0.433698,0.34797,0.040366,0.041326,0.242304,0.250243,"Australia",2021-01-08
"1689",0.01383,0.010221,"AUS","AUS",0.524785,0.512906,0.429733,0.354568,0.039001,0.042317,0.241254,0.250508,"Australia",2021-01-09
"1690",0.015634,0.008513,"AUS","AUS",0.505899,0.506036,0.474022,0.407256,0.038022,0.037325,0.268432,0.262663,"Australia",2021-01-10
"1691",0.008413,0.008912,"AUS","AUS",0.529201,0.527735,0.459166,0.410325,0.036899,0.038545,0.237957,0.24168,"Australia",2021-01-11
"1692",0.009614,0.011142,"AUS","AUS",0.565882,0.569437,0.484269,0.433596,0.040308,0.037453,0.233213,0.231556,"Australia",2021-01-12
"1693",0.007309,0.009105,"AUS","AUS",0.573414,0.587872,0.497383,0.453402,0.03793,0.038999,0.24609,0.241176,"Australia",2021-01-13
"1694",0.008479,0.008294,"AUS","AUS",0.588715,0.604732,0.471579,0.413286,0.047102,0.049517,0.25247,0.25061,"Australia",2021-01-14
"1695",0.008148,0.007384,"AUS","AUS",0.596502,0.627347,0.506211,0.458308,0.055232,0.043187,0.233399,0.234568,"Australia",2021-01-15
"1696",0.005732,0.004772,"AUS","AUS",0.597658,0.608516,0.505542,0.456745,0.044358,0.04254,0.261652,0.252494,"Australia",2021-01-16
"1697",0.010093,0.008734,"AUS","AUS",0.592884,0.594168,0.49243,0.46,0.041584,0.040816,0.268706,0.267915,"Australia",2021-01-17
"1698",0.01395,0.010515,"AUS","AUS",0.569152,0.596665,0.498229,0.448101,0.038463,0.040619,0.251103,0.243173,"Australia",2021-01-18
"1699",0.019724,0.008715,"AUS","AUS",0.57138,0.602657,0.474394,0.427424,0.080715,0.035066,0.290753,0.256183,"Australia",2021-01-19
"1700",0.01803,0.008018,"AUS","AUS",0.59008,0.6,0.478362,0.442838,0.037945,0.041583,0.249952,0.253061,"Australia",2021-01-20
"1701",0.011473,0.011662,"AUS","AUS",0.603079,0.598039,0.473141,0.434783,0.040065,0.04212,0.221535,0.230611,"Australia",2021-01-21
"1702",0.010759,0.008808,"AUS","AUS",0.608032,0.62284,0.428717,0.397544,0.038448,0.036747,0.242048,0.244672,"Australia",2021-01-22
"1703",0.00624,0.004419,"AUS","AUS",0.624232,0.627519,0.416981,0.376874,0.051903,0.04924,0.227062,0.234432,"Australia",2021-01-23
"1704",0.027579,0.007286,"AUS","AUS",0.610042,0.613848,0.394385,0.358593,0.051357,0.047912,0.22957,0.226298,"Australia",2021-01-24
"1705",0.003238,0.004248,"AUS","AUS",0.583111,0.591904,0.391119,0.34394,0.045454,0.044017,0.257378,0.268293,"Australia",2021-01-25
"1706",0.009778,0.01118,"AUS","AUS",0.604007,0.609706,0.400336,0.337509,0.037676,0.037482,0.240567,0.240741,"Australia",2021-01-26
"1707",0.009937,0.008731,"AUS","AUS",0.62213,0.626479,0.326263,0.292424,0.041129,0.044581,0.257336,0.255832,"Australia",2021-01-27
"1708",0.013403,0.011364,"AUS","AUS",0.585608,0.614173,0.380501,0.309562,0.039743,0.044628,0.260729,0.25272,"Australia",2021-01-28
"1709",0.00809,0.009217,"AUS","AUS",0.62621,0.631891,0.345819,0.309091,0.04223,0.040386,0.228437,0.232413,"Australia",2021-01-29
"1710",0.016815,0.009022,"AUS","AUS",0.615812,0.620769,0.332384,0.282011,0.040071,0.040898,0.236145,0.229588,"Australia",2021-01-30
"1711",0.009495,0.01146,"AUS","AUS",0.629124,0.626765,0.345464,0.271105,0.047524,0.042687,0.263869,0.278758,"Australia",2021-01-31
"1712",0.014913,0.006873,"AUS","AUS",0.598519,0.588933,0.321712,0.276142,0.060305,0.055785,0.23744,0.265625,"Australia",2021-02-01
"1713",0.007076,0.005922,"AUS","AUS",0.556273,0.493036,0.350437,0.375,0.036466,0.037356,0.252363,0.257722,"Australia",2021-02-02
"1714",0.009408,0.010078,"AUS","AUS",0.562658,0.522868,0.37595,0.401639,0.049736,0.044786,0.257851,0.262411,"Australia",2021-02-03
"1715",0.010377,0.009073,"AUS","AUS",0.605239,0.555158,0.373344,0.42522,0.048957,0.04691,0.251032,0.251502,"Australia",2021-02-04
"1716",0.007577,0.009569,"AUS","AUS",0.616023,0.593145,0.403644,0.411272,0.037587,0.037094,0.266063,0.258014,"Australia",2021-02-05
"1717",0.012696,0.014364,"AUS","AUS",0.600313,0.597095,0.38985,0.404538,0.036301,0.042231,0.226166,0.24077,"Australia",2021-02-06
"1718",0.014204,0.013957,"AUS","AUS",0.591618,0.595594,0.383545,0.393059,0.052053,0.04676,0.245007,0.243377,"Australia",2021-02-07
"1719",0.014646,0.014556,"AUS","AUS",0.614773,0.610422,0.387883,0.393581,0.029716,0.03259,0.266634,0.256277,"Australia",2021-02-08
"1720",0.015262,0.007824,"AUS","AUS",0.638941,0.593925,0.377764,0.384742,0.034075,0.037531,0.24722,0.24937,"Australia",2021-02-09
"1721",0.016363,0.008922,"AUS","AUS",0.630016,0.622578,0.38164,0.40087,0.032312,0.035398,0.235161,0.249556,"Australia",2021-02-10
"1722",0.016873,0.008462,"AUS","AUS",0.635076,0.630716,0.395957,0.402279,0.034814,0.041778,0.242121,0.250674,"Australia",2021-02-11
"1723",0.00827,0.009021,"AUS","AUS",0.602657,0.606628,0.389254,0.42955,0.047333,0.045251,0.258261,0.251259,"Australia",2021-02-12
"1724",0.016449,0.010084,"AUS","AUS",0.541458,0.539424,0.383229,0.398343,0.042231,0.039508,0.261713,0.256042,"Australia",2021-02-13
"1725",0.012678,0.01012,"AUS","AUS",0.518532,0.51622,0.425951,0.442128,0.035845,0.035688,0.260973,0.265786,"Australia",2021-02-14
"1726",0.011667,0.011173,"AUS","AUS",0.537339,0.519526,0.378172,0.419929,0.044678,0.049204,0.271996,0.272727,"Australia",2021-02-15
"1727",0.012609,0.012781,"AUS","AUS",0.528042,0.515689,0.373097,0.392956,0.036007,0.04073,0.251275,0.254958,"Australia",2021-02-16
"1728",0.014787,0.01443,"AUS","AUS",0.545377,0.544283,0.35426,0.35082,0.045167,0.047225,0.268325,0.268231,"Australia",2021-02-17
"1729",0.009537,0.011706,"AUS","AUS",0.584308,0.594243,0.313701,0.28423,0.06311,0.060403,0.243848,0.245665,"Australia",2021-02-18
"1730",0.02204,0.016904,"AUS","AUS",0.625848,0.622642,0.323202,0.31269,0.037367,0.035124,0.238056,0.235294,"Australia",2021-02-19
"1731",0.010469,0.010187,"AUS","AUS",0.67244,0.658745,0.334505,0.28876,0.060027,0.059406,0.240653,0.248503,"Australia",2021-02-20
"1732",0.023172,0.021417,"AUS","AUS",0.623017,0.625,0.290593,0.279314,0.047357,0.045764,0.257204,0.260827,"Australia",2021-02-21
"1733",0.013722,0.019279,"AUS","AUS",0.634182,0.640905,0.291646,0.27842,0.05651,0.052012,0.226765,0.227948,"Australia",2021-02-22
"1734",0.018196,0.011653,"AUS","AUS",0.591202,0.603265,0.297698,0.27182,0.039734,0.04,0.246515,0.238666,"Australia",2021-02-23
"1735",0.016538,0.013396,"AUS","AUS",0.630067,0.633304,0.285075,0.258792,0.046469,0.047532,0.26024,0.260185,"Australia",2021-02-24
"1736",0.015434,0.012146,"AUS","AUS",0.595311,0.597617,0.281269,0.250936,0.047514,0.049196,0.259206,0.25024,"Australia",2021-02-25
"1737",0.018349,0.015664,"AUS","AUS",0.626766,0.643454,0.27441,0.246212,0.053425,0.048031,0.229796,0.231672,"Australia",2021-02-26
"1738",0.008262,0.009106,"AUS","AUS",0.609148,0.625933,0.24145,0.236416,0.039676,0.036893,0.222724,0.227139,"Australia",2021-02-27
"1739",0.01575,0.01672,"AUS","AUS",0.594661,0.624319,0.310914,0.263501,0.059675,0.053926,0.277909,0.247601,"Australia",2021-02-28
"1740",0.0243,0.01793,"AUS","AUS",0.652546,0.659594,0.251329,0.229029,0.043277,0.041109,0.232522,0.228019,"Australia",2021-03-01
"1741",0.022288,0.021525,"AUS","AUS",0.60948,0.61609,0.260557,0.215177,0.064216,0.056806,0.258683,0.258861,"Australia",2021-03-02
"1742",0.015873,0.017945,"AUS","AUS",0.610066,0.621996,0.24624,0.210974,0.042702,0.042677,0.256829,0.261297,"Australia",2021-03-03
"1743",0.016272,0.013441,"AUS","AUS",0.630286,0.632383,0.223156,0.203531,0.042414,0.043663,0.242667,0.243041,"Australia",2021-03-04
"1744",0.023039,0.015781,"AUS","AUS",0.61413,0.648598,0.221475,0.185043,0.03995,0.036857,0.236088,0.22429,"Australia",2021-03-05
"1745",0.0229,0.018917,"AUS","AUS",0.613155,0.622807,0.231018,0.198405,0.036701,0.038501,0.242764,0.231084,"Australia",2021-03-06
"1746",0.02302,0.019167,"AUS","AUS",0.642925,0.653551,0.197512,0.173228,0.040755,0.042211,0.249072,0.237271,"Australia",2021-03-07
"1747",0.012053,0.013311,"AUS","AUS",0.623513,0.625602,0.207795,0.17769,0.031698,0.035857,0.251256,0.251515,"Australia",2021-03-08
"1748",0.015368,0.016863,"AUS","AUS",0.600599,0.616715,0.195911,0.160627,0.040629,0.041958,0.272627,0.27163,"Australia",2021-03-09
"1749",0.035383,0.028381,"AUS","AUS",0.623952,0.630518,0.219669,0.177625,0.056464,0.048756,0.264519,0.257773,"Australia",2021-03-10
"1750",0.018027,0.015666,"AUS","AUS",0.631263,0.647915,0.216719,0.180735,0.045714,0.04431,0.248769,0.240891,"Australia",2021-03-11
"1751",0.020544,0.022099,"AUS","AUS",0.648535,0.657563,0.217333,0.182599,0.045496,0.046841,0.243876,0.244493,"Australia",2021-03-12
"1752",0.015598,0.011935,"AUS","AUS",0.66029,0.65764,0.205435,0.177579,0.051315,0.047189,0.248156,0.246701,"Australia",2021-03-13
"1753",0.01232,0.011429,"AUS","AUS",0.595834,0.606618,0.216105,0.176303,0.039642,0.044359,0.238196,0.226693,"Australia",2021-03-14
"1754",0.02586,0.016962,"AUS","AUS",0.623795,0.623478,0.21389,0.189919,0.039416,0.040219,0.274475,0.271468,"Australia",2021-03-15
"1755",0.028029,0.012945,"AUS","AUS",0.619359,0.62466,0.189905,0.164041,0.056581,0.055192,0.262965,0.262559,"Australia",2021-03-16
"1756",0.01416,0.014617,"AUS","AUS",0.633814,0.633431,0.220757,0.169509,0.063083,0.059959,0.243819,0.246646,"Australia",2021-03-17
"1757",0.026498,0.02183,"AUS","AUS",0.607331,0.612053,0.174337,0.150289,0.044198,0.043902,0.224329,0.229557,"Australia",2021-03-18
"1758",0.016764,0.012931,"AUS","AUS",0.649553,0.65098,0.201223,0.171828,0.04258,0.037602,0.278659,0.258197,"Australia",2021-03-19
"1759",0.027342,0.015261,"AUS","AUS",0.663884,0.66484,0.190453,0.153774,0.041988,0.040566,0.252024,0.234286,"Australia",2021-03-20
"1760",0.023922,0.018447,"AUS","AUS",0.653887,0.659111,0.188545,0.158407,0.040566,0.039711,0.221986,0.218066,"Australia",2021-03-21
"1761",0.025109,0.015625,"AUS","AUS",0.61994,0.624625,0.214553,0.167523,0.052255,0.049112,0.26909,0.237895,"Australia",2021-03-22
"1762",0.026141,0.025952,"AUS","AUS",0.62362,0.639843,0.193203,0.161972,0.034169,0.041965,0.21982,0.21658,"Australia",2021-03-23
"1763",0.016156,0.013479,"AUS","AUS",0.63859,0.639501,0.186813,0.166502,0.054483,0.056169,0.257118,0.243927,"Australia",2021-03-24
"1764",0.020109,0.015993,"AUS","AUS",0.646707,0.659288,0.192976,0.158573,0.059043,0.052632,0.257665,0.237755,"Australia",2021-03-25
"1765",0.020714,0.020134,"AUS","AUS",0.663639,0.660936,0.167039,0.152195,0.04197,0.040634,0.22185,0.227136,"Australia",2021-03-26
"1766",0.011735,0.012058,"AUS","AUS",0.637002,0.634438,0.177827,0.145146,0.060718,0.056351,0.236787,0.23025,"Australia",2021-03-27
"1767",0.020748,0.014582,"AUS","AUS",0.650101,0.637097,0.178356,0.131387,0.056516,0.064067,0.258349,0.258879,"Australia",2021-03-28
"1768",0.013179,0.014755,"AUS","AUS",0.621005,0.609363,0.188525,0.156028,0.053099,0.050407,0.256599,0.252475,"Australia",2021-03-29
"1769",0.011162,0.012509,"AUS","AUS",0.589321,0.573564,0.193967,0.190169,0.029406,0.034682,0.234225,0.243923,"Australia",2021-03-30
"1770",0.015078,0.013034,"AUS","AUS",0.587409,0.581338,0.231164,0.253794,0.043853,0.046392,0.20389,0.222897,"Australia",2021-03-31
"1771",0.01596,0.013804,"AUS","AUS",0.657629,0.631059,0.240995,0.286885,0.034127,0.034291,0.229501,0.234243,"Australia",2021-04-01
"1772",0.022949,0.019954,"AUS","AUS",0.625756,0.604982,0.268187,0.303555,0.041578,0.04537,0.208566,0.219626,"Australia",2021-04-02
"1773",0.086552,0.015574,"AUS","AUS",0.642552,0.644115,0.293237,0.311132,0.045089,0.044444,0.245251,0.237537,"Australia",2021-04-03
"1774",0.015011,0.013689,"AUS","AUS",0.668412,0.661765,0.263631,0.315436,0.036241,0.036689,0.221242,0.2227,"Australia",2021-04-04
"1775",0.018405,0.01719,"AUS","AUS",0.643857,0.643766,0.254143,0.305363,0.055847,0.057018,0.244868,0.242857,"Australia",2021-04-05
"1776",0.017533,0.02126,"AUS","AUS",0.638208,0.632442,0.263845,0.303619,0.038836,0.043243,0.23278,0.246154,"Australia",2021-04-06
"1777",0.018998,0.014405,"AUS","AUS",0.653609,0.643894,0.27555,0.322917,0.04563,0.05305,0.24248,0.23975,"Australia",2021-04-07
"1778",0.033761,0.014262,"AUS","AUS",0.617012,0.612811,0.250449,0.285714,0.03558,0.037773,0.218861,0.227593,"Australia",2021-04-08
"1779",0,0,"AUT","AUT",0.316904,0.344262,0.652064,0.731092,0.123804,0.051282,NA,NA,"Austria",2020-04-23
"1780",0.016106,0.006739,"AUT","AUT",0.316299,0.36217,0.771742,0.771723,0.023891,0.028571,NA,NA,"Austria",2020-04-24
"1781",0.006341,0.005964,"AUT","AUT",0.295308,0.309979,0.731891,0.765591,0.023972,0.026258,NA,NA,"Austria",2020-04-25
"1782",0.002059,0.002053,"AUT","AUT",0.325824,0.339956,0.796218,0.803167,0.030813,0.027714,NA,NA,"Austria",2020-04-26
"1783",0.007196,0.008403,"AUT","AUT",0.297803,0.336264,0.790756,0.7951,0.020754,0.034091,NA,NA,"Austria",2020-04-27
"1784",0.005494,0.004301,"AUT","AUT",0.377727,0.36215,0.756393,0.783333,0.026214,0.026764,NA,NA,"Austria",2020-04-28
"1785",0,0,"AUT","AUT",0.350057,0.382775,0.789036,0.79759,0.022646,0.026895,NA,NA,"Austria",2020-04-29
"1786",0.000424,0.002336,"AUT","AUT",0.410331,0.400504,0.803528,0.813602,0.029889,0.028133,NA,NA,"Austria",2020-04-30
"1787",0,0,"AUT","AUT",0.425604,0.431755,0.780328,0.790368,0.021164,0.025641,NA,NA,"Austria",2020-05-01
"1788",0.001116,0.002809,"AUT","AUT",0.425813,0.447447,0.820529,0.819018,0.038501,0.037618,NA,NA,"Austria",2020-05-02
"1789",0.000193,0.000883,"AUT","AUT",0.46644,0.467167,0.821977,0.810476,0.028019,0.027132,NA,NA,"Austria",2020-05-03
"1790",0.00459,0.004812,"AUT","AUT",0.499586,0.48934,0.817841,0.813472,0.025913,0.029505,0.322175,0.358193,"Austria",2020-05-04
"1791",0.002078,0.001826,"AUT","AUT",0.460677,0.470817,0.811224,0.829724,0.018816,0.027888,0.336477,0.369781,"Austria",2020-05-05
"1792",0.00849,0.004902,"AUT","AUT",0.451811,0.474183,0.828471,0.835106,0.041053,0.037756,0.336886,0.361976,"Austria",2020-05-06
"1793",0.002875,0.004246,"AUT","AUT",0.459323,0.497738,0.832028,0.833143,0.017901,0.025641,0.32889,0.343387,"Austria",2020-05-07
"1794",0.007744,0.006515,"AUT","AUT",0.471293,0.5,0.794754,0.832356,0.034378,0.029656,0.381863,0.379147,"Austria",2020-05-08
"1795",0.005642,0.007519,"AUT","AUT",0.491214,0.534562,0.852411,0.838596,0.023217,0.032258,0.3051,0.349169,"Austria",2020-05-09
"1796",0.001003,0.001031,"AUT","AUT",0.547463,0.590255,0.837992,0.843996,0.013435,0.016055,0.309455,0.33105,"Austria",2020-05-10
"1797",0.000273,0.000942,"AUT","AUT",0.530041,0.569122,0.811374,0.828252,0.025342,0.02999,0.300604,0.336766,"Austria",2020-05-11
"1798",0.002887,0.004024,"AUT","AUT",0.45559,0.5,0.851005,0.851064,0.031062,0.034557,0.317016,0.358369,"Austria",2020-05-12
"1799",0.00082,0.001038,"AUT","AUT",0.534958,0.525796,0.799658,0.810421,0.021028,0.029246,0.338342,0.359147,"Austria",2020-05-13
"1800",0.003416,0.00418,"AUT","AUT",0.479622,0.520442,0.789484,0.815523,0.025047,0.03211,0.342416,0.379271,"Austria",2020-05-14
"1801",0.00796,0.004004,"AUT","AUT",0.540799,0.544681,0.846839,0.853921,0.017384,0.019651,0.322034,0.340195,"Austria",2020-05-15
"1802",0.005479,0.002012,"AUT","AUT",0.517819,0.524973,0.802718,0.817597,0.019871,0.025137,0.294247,0.338043,"Austria",2020-05-16
"1803",0.003992,0.003071,"AUT","AUT",0.500403,0.549342,0.807968,0.810781,0.02393,0.026936,0.331296,0.34375,"Austria",2020-05-17
"1804",0.002037,0.003925,"AUT","AUT",0.547746,0.592357,0.828273,0.846895,0.015014,0.023939,0.295069,0.341595,"Austria",2020-05-18
"1805",0.012413,0.007498,"AUT","AUT",0.562598,0.583168,0.799297,0.831832,0.022985,0.019447,0.334344,0.35061,"Austria",2020-05-19
"1806",0.005883,0.00278,"AUT","AUT",0.550729,0.574575,0.819901,0.825203,0.026486,0.033195,0.311519,0.354938,"Austria",2020-05-20
"1807",0.000437,0.001277,"AUT","AUT",0.602218,0.604839,0.824605,0.818919,0.016194,0.023416,0.280983,0.316438,"Austria",2020-05-21
"1808",0.017245,0.005342,"AUT","AUT",0.55387,0.589569,0.809848,0.819523,0.035671,0.037123,0.347844,0.362587,"Austria",2020-05-22
"1809",0.001312,0.002595,"AUT","AUT",0.582854,0.598896,0.831421,0.832714,0.014762,0.020853,0.328684,0.341188,"Austria",2020-05-23
"1810",0.003092,0.005415,"AUT","AUT",0.576277,0.574528,0.822501,0.829524,0.01988,0.026265,0.285682,0.309846,"Austria",2020-05-24
"1811",0.005756,0.007011,"AUT","AUT",0.55594,0.57924,0.834246,0.835681,0.034482,0.039048,0.305939,0.335871,"Austria",2020-05-25
"1812",0.008457,0.00582,"AUT","AUT",0.530041,0.557613,0.820472,0.823651,0.019108,0.026596,0.320262,0.347734,"Austria",2020-05-26
"1813",0,0,"AUT","AUT",0.594497,0.626078,0.831534,0.836245,0.016157,0.01978,0.311226,0.321272,"Austria",2020-05-27
"1814",0.003208,0.003933,"AUT","AUT",0.618259,0.608927,0.804983,0.817888,0.029966,0.02938,0.30542,0.323913,"Austria",2020-05-28
"1815",0.005909,0.005495,"AUT","AUT",0.587724,0.581206,0.818145,0.832151,0.047954,0.034772,0.307982,0.326139,"Austria",2020-05-29
"1816",0.002934,0.003202,"AUT","AUT",0.590978,0.610491,0.837607,0.824522,0.027175,0.023973,0.300469,0.309524,"Austria",2020-05-30
"1817",0.000918,0.001009,"AUT","AUT",0.603379,0.615385,0.797998,0.806277,0.020764,0.026403,0.287458,0.303297,"Austria",2020-05-31
"1818",0.000635,0.001242,"AUT","AUT",0.612007,0.622995,0.794322,0.806495,0.019196,0.0319,0.270354,0.30069,"Austria",2020-06-01
"1819",0.0012,0.001139,"AUT","AUT",0.593952,0.628329,0.756023,0.772506,0.021093,0.024814,0.292197,0.330025,"Austria",2020-06-02
"1820",0.00216,0.002519,"AUT","AUT",0.600227,0.656876,0.76811,0.774457,0.019513,0.020747,0.276745,0.30069,"Austria",2020-06-03
"1821",0.005115,0.003222,"AUT","AUT",0.633123,0.645928,0.809766,0.802299,0.016301,0.025552,0.273691,0.315972,"Austria",2020-06-04
"1822",0.001459,0.003432,"AUT","AUT",0.593081,0.613103,0.824425,0.798246,0.021863,0.025575,0.291612,0.325286,"Austria",2020-06-05
"1823",0.000459,0.001238,"AUT","AUT",0.620973,0.632138,0.792004,0.803235,0.020793,0.02861,0.294951,0.292517,"Austria",2020-06-06
"1824",0,0,"AUT","AUT",0.640571,0.657602,0.754017,0.762563,0.019679,0.021465,0.26446,0.296992,"Austria",2020-06-07
"1825",0.001731,0.002454,"AUT","AUT",0.581832,0.611326,0.747969,0.750973,0.025793,0.026385,0.297179,0.292651,"Austria",2020-06-08
"1826",0.002101,0.002309,"AUT","AUT",0.594353,0.600493,0.783497,0.793275,0.035427,0.025221,0.33809,0.348428,"Austria",2020-06-09
"1827",0.001137,0.001182,"AUT","AUT",0.604923,0.626717,0.789038,0.808917,0.023779,0.02574,0.272874,0.295775,"Austria",2020-06-10
"1828",0.000483,0.001269,"AUT","AUT",0.628257,0.65906,0.771893,0.785617,0.019239,0.026243,0.245378,0.267857,"Austria",2020-06-11
"1829",0.001503,0.001316,"AUT","AUT",0.636325,0.661017,0.739801,0.763271,0.040974,0.030391,0.307734,0.282828,"Austria",2020-06-12
"1830",0.004968,0.005427,"AUT","AUT",0.649694,0.649275,0.763844,0.766962,0.015808,0.022762,0.295162,0.314199,"Austria",2020-06-13
"1831",0.013352,0.004739,"AUT","AUT",0.683573,0.703283,0.755068,0.756378,0.020534,0.023316,0.276965,0.292526,"Austria",2020-06-14
"1832",0.003798,0.00361,"AUT","AUT",0.644901,0.658098,0.725907,0.750653,0.021499,0.0253,0.294461,0.312169,"Austria",2020-06-15
"1833",0.007612,0.002817,"AUT","AUT",0.636023,0.645991,0.690689,0.695853,0.031256,0.033019,0.332807,0.340591,"Austria",2020-06-16
"1834",0.001374,0.002472,"AUT","AUT",0.630172,0.64248,0.678969,0.683444,0.014621,0.024457,0.306977,0.339189,"Austria",2020-06-17
"1835",0.00048,0.001302,"AUT","AUT",0.648224,0.662447,0.595981,0.620739,0.016233,0.021866,0.321581,0.328035,"Austria",2020-06-18
"1836",0.000504,0.001312,"AUT","AUT",0.697388,0.69146,0.514699,0.523677,0.00941,0.015603,0.291819,0.326733,"Austria",2020-06-19
"1837",0.00267,0.003311,"AUT","AUT",0.638656,0.677047,0.45898,0.45,0.018587,0.026005,0.288815,0.303991,"Austria",2020-06-20
"1838",0.004784,0.003145,"AUT","AUT",0.633155,0.645233,0.461303,0.46085,0.017757,0.020642,0.293942,0.323094,"Austria",2020-06-21
"1839",0.006247,0.006865,"AUT","AUT",0.611478,0.610641,0.429895,0.438037,0.028187,0.029888,0.334967,0.331671,"Austria",2020-06-22
"1840",0.00553,0.004994,"AUT","AUT",0.642033,0.637838,0.377819,0.40327,0.021189,0.020718,0.332754,0.339752,"Austria",2020-06-23
"1841",0.005283,0.009185,"AUT","AUT",0.645806,0.639163,0.371141,0.396015,0.021325,0.02551,0.308206,0.327411,"Austria",2020-06-24
"1842",0.00218,0.003667,"AUT","AUT",0.648514,0.658031,0.415119,0.413613,0.021321,0.033512,0.281711,0.304,"Austria",2020-06-25
"1843",0.004924,0.00241,"AUT","AUT",0.674882,0.675291,0.399158,0.393464,0.027943,0.032043,0.294223,0.31383,"Austria",2020-06-26
"1844",0.009029,0.006468,"AUT","AUT",0.645636,0.679945,0.321935,0.33936,0.024521,0.027182,0.309149,0.348011,"Austria",2020-06-27
"1845",0.001497,0.001092,"AUT","AUT",0.669769,0.689931,0.299842,0.319298,0.027828,0.028302,0.272505,0.280473,"Austria",2020-06-28
"1846",0.005138,0.006431,"AUT","AUT",0.660867,0.671233,0.31336,0.333333,0.032633,0.030588,0.31727,0.340776,"Austria",2020-06-29
