"","data.percent_covid","data.percent_covid_unw","data.iso_code","data.gid_0","data.percent_contact","data.percent_contact_unw","data.percent_mask","data.percent_mask_unw","data.pct_anxious_7d","data.pct_anxious_7d_unw","data.percent_finance","data.percent_finance_unw","country","date"
"44",0.114051,0.121864,"AFG","AFG",0.489897,0.493088,0.684222,0.646766,0.175524,0.169231,0.614251,0.595855,"Afghanistan",2020-06-09
"45",0.115117,0.1,"AFG","AFG",0.447263,0.493023,0.657596,0.671569,0.077925,0.100503,0.567885,0.6,"Afghanistan",2020-06-10
"46",0.079316,0.092357,"AFG","AFG",0.526238,0.536885,0.69946,0.655022,0.080869,0.109589,0.600228,0.61991,"Afghanistan",2020-06-11
"47",0.076439,0.110837,"AFG","AFG",0.47148,0.486068,0.635225,0.64918,0.140451,0.139535,0.503206,0.604651,"Afghanistan",2020-06-12
"48",0.119817,0.094444,"AFG","AFG",0.527441,0.543478,0.645551,0.644531,0.203865,0.162698,0.658913,0.613546,"Afghanistan",2020-06-13
"49",0.11058,0.111446,"AFG","AFG",0.493528,0.522088,0.631388,0.644068,0.105564,0.135371,0.522981,0.543478,"Afghanistan",2020-06-14
"50",0.067346,0.067376,"AFG","AFG",0.503336,0.530702,0.616321,0.646512,0.16421,0.139423,0.609609,0.590244,"Afghanistan",2020-06-15
"51",0.135477,0.126016,"AFG","AFG",0.517453,0.527778,0.713252,0.640719,0.100451,0.10559,0.506899,0.524691,"Afghanistan",2020-06-16
"52",0.107989,0.09058,"AFG","AFG",0.480438,0.535545,0.60343,0.577114,0.106909,0.122449,0.619614,0.649485,"Afghanistan",2020-06-17
"53",0.049712,0.075,"AFG","AFG",0.445898,0.511236,0.638023,0.643275,0.172854,0.153846,0.637943,0.60119,"Afghanistan",2020-06-18
"54",0.100969,0.098901,"AFG","AFG",0.487323,0.563725,0.598864,0.647959,0.135481,0.157895,0.62058,0.578947,"Afghanistan",2020-06-19
"55",0.084161,0.071161,"AFG","AFG",0.566205,0.59596,0.639399,0.628272,0.079404,0.116667,0.569807,0.582418,"Afghanistan",2020-06-20
"56",0.152497,0.120172,"AFG","AFG",0.514714,0.541176,0.711756,0.703704,0.172576,0.139073,0.623391,0.592105,"Afghanistan",2020-06-21
"57",0.217682,0.175182,"AFG","AFG",0.582875,0.600962,0.604197,0.59596,0.187139,0.172775,0.428869,0.468421,"Afghanistan",2020-06-22
"58",0.211197,0.18705,"AFG","AFG",0.639267,0.65445,0.653183,0.622222,0.142584,0.19186,0.665775,0.666667,"Afghanistan",2020-06-23
"59",0.169434,0.192857,"AFG","AFG",0.537482,0.61809,0.723457,0.698413,0.235826,0.194444,0.604746,0.638889,"Afghanistan",2020-06-24
"60",0.157133,0.136882,"AFG","AFG",0.489047,0.522613,0.555914,0.579787,0.179429,0.148352,0.495681,0.549451,"Afghanistan",2020-06-25
"61",0.084574,0.077586,"AFG","AFG",0.563546,0.541667,0.564397,0.623377,0.134653,0.096552,0.551839,0.59589,"Afghanistan",2020-06-26
"62",0.106064,0.096154,"AFG","AFG",0.60467,0.573604,0.459233,0.550802,0.185594,0.171429,0.516297,0.508671,"Afghanistan",2020-06-27
"63",0.183734,0.131274,"AFG","AFG",0.480648,0.479592,0.658018,0.617021,0.109449,0.108696,0.667826,0.595628,"Afghanistan",2020-06-28
"64",0.068987,0.07489,"AFG","AFG",0.603543,0.56213,0.560267,0.56962,0.193231,0.167785,0.583175,0.564626,"Afghanistan",2020-06-29
"65",0.082245,0.072961,"AFG","AFG",0.531198,0.559748,0.628065,0.597315,0.143236,0.124138,0.588066,0.538462,"Afghanistan",2020-06-30
"66",0.0952,0.09292,"AFG","AFG",0.646254,0.588957,0.587963,0.544872,0.13449,0.137931,0.600964,0.594406,"Afghanistan",2020-07-01
"67",0.049955,0.065,"AFG","AFG",0.478218,0.521739,0.558574,0.572519,0.152912,0.123967,0.547161,0.609756,"Afghanistan",2020-07-02
"68",0.091551,0.066986,"AFG","AFG",0.583371,0.593548,0.556937,0.527027,0.136759,0.124138,0.509672,0.521739,"Afghanistan",2020-07-03
"69",0.05898,0.06599,"AFG","AFG",0.692311,0.671329,0.550337,0.56391,0.117906,0.128788,0.552882,0.580645,"Afghanistan",2020-07-04
"70",0.054758,0.053571,"AFG","AFG",0.559046,0.568862,0.557373,0.53125,0.18179,0.124183,0.585157,0.565517,"Afghanistan",2020-07-05
"71",0.092589,0.082192,"AFG","AFG",0.591576,0.57047,0.521826,0.47482,0.075133,0.098485,0.475582,0.485075,"Afghanistan",2020-07-06
"72",0.06051,0.086538,"AFG","AFG",0.535977,0.62,0.562873,0.542857,0.071928,0.119403,0.618921,0.628788,"Afghanistan",2020-07-07
"73",0.076342,0.074419,"AFG","AFG",0.520276,0.541935,0.583833,0.567568,0.134926,0.181159,0.567954,0.594203,"Afghanistan",2020-07-08
"74",0.10378,0.085973,"AFG","AFG",0.696219,0.624204,0.44175,0.526316,0.168005,0.142857,0.631479,0.62069,"Afghanistan",2020-07-09
"75",0.07385,0.092683,"AFG","AFG",0.689064,0.631944,0.53266,0.514493,0.162302,0.157895,0.529086,0.595238,"Afghanistan",2020-07-10
"76",0.076649,0.054726,"AFG","AFG",0.590866,0.662252,0.562906,0.496503,0.124155,0.131387,0.472233,0.477273,"Afghanistan",2020-07-11
"77",0.050256,0.053922,"AFG","AFG",0.540962,0.564626,0.526853,0.537931,0.152925,0.142857,0.490137,0.489362,"Afghanistan",2020-07-12
"78",0.063097,0.070707,"AFG","AFG",0.553562,0.586957,0.318463,0.388889,0.096907,0.134921,0.535697,0.5625,"Afghanistan",2020-07-13
"79",0.092227,0.078125,"AFG","AFG",0.535898,0.518248,0.44587,0.456,0.170772,0.158333,0.540204,0.568966,"Afghanistan",2020-07-14
"80",0.049613,0.054726,"AFG","AFG",0.534738,0.552632,0.524391,0.589041,0.121166,0.143885,0.474955,0.481752,"Afghanistan",2020-07-15
"81",0.09626,0.078431,"AFG","AFG",0.587679,0.586207,0.48218,0.481752,0.154252,0.137405,0.664862,0.622047,"Afghanistan",2020-07-16
"82",0.048424,0.053476,"AFG","AFG",0.690759,0.647887,0.575989,0.544118,0.098495,0.109375,0.583167,0.507937,"Afghanistan",2020-07-17
"83",0.037633,0.045685,"AFG","AFG",0.61527,0.589552,0.418775,0.483871,0.104714,0.094828,0.509513,0.508621,"Afghanistan",2020-07-18
